AbsMinZ,AbsMinX,AbsMedianZ,AbsMeanZ,AbsMedianY,AbsMeanY,MedianZ,AbsMinY,AvgZ,AvgX,Label
0.48694873,0.848289717,0.472357492,0.469544428,0.005950816,0.005257178,0.76033563,8.67E-05,0.751195054,0.920877827,1
0.489246726,0.85116285,0.475413287,0.472346387,0.005009392,0.004764389,0.761905621,0.002204226,0.752624659,0.920879399,1
0.173493756,0.02631889,0.188376651,0.187266139,0.896434437,0.877533427,0.416991604,0.859910611,0.411988245,0.513305119,0
0.025870019,8.23E-05,0.151620444,0.369627135,0.844053462,0.780180875,0.447378888,0.030503708,0.552553138,0.382319935,2
0.086554466,0.020471834,0.651598424,0.668393172,0.306521423,0.335535829,0.8524251,0.00838492,0.852650866,0.181761858,2
0.614104933,0.507926367,0.660016739,0.656609476,0.301941582,0.30483102,0.856750217,0.262734457,0.846638635,0.195470831,1
0.689615164,0.580709847,0.668770975,0.66426025,0.290519468,0.287847165,0.861247923,0.269064155,0.850542183,0.197547765,1
0.68358911,0.578626448,0.669116586,0.663985056,0.291229231,0.286416658,0.86142549,0.260683322,0.850401774,0.197792331,1
0.665853996,0.557531969,0.669603804,0.662114398,0.288653367,0.286918552,0.86167581,0.29045058,0.849447335,0.195118086,1
0.688939505,0.599077087,0.666414396,0.662045952,0.295276207,0.292182593,0.860037172,0.300799913,0.849412412,0.196901906,1
0.690323816,0.601372477,0.665880178,0.661713888,0.289894607,0.286603953,0.859762704,0.297629643,0.849242988,0.195345163,1
0.690478074,0.601137398,0.667270668,0.663170689,0.288378797,0.285292515,0.860477103,0.287746836,0.849986271,0.195244862,1
0.060709733,0.197072016,0.153063193,0.153440536,0.900939527,0.884755118,0.435134768,0.882894762,0.429246609,0.611794671,0
0.025190329,0.00076455,0.18288173,0.371984273,0.856262815,0.802302499,0.465634608,0.040622496,0.560478862,0.458198425,2
0.321055084,0.295443044,0.637304035,0.641182074,0.354287558,0.408495103,0.845081003,0.000877581,0.838767328,0.143779804,2
0.616960309,0.483582648,0.664416594,0.662520751,0.323927036,0.320796425,0.859010752,0.310297415,0.849654663,0.206649658,1
0.690291089,0.556596876,0.680613128,0.675215096,0.317143136,0.314036867,0.867332122,0.323460922,0.85613152,0.213794851,1
0.710089962,0.559582108,0.682554799,0.678165892,0.314338865,0.311393024,0.868329704,0.321689181,0.857637064,0.215107538,1
0.706990779,0.56672584,0.680053455,0.675679182,0.314129433,0.31070809,0.867044577,0.320595649,0.856368305,0.212541735,1
0.705787329,0.575450995,0.677685388,0.673916369,0.311413511,0.308180206,0.865827924,0.320257147,0.855468889,0.20975403,1
0.702060793,0.574299356,0.677420062,0.672430497,0.312962125,0.30996853,0.865691606,0.320121708,0.854710773,0.210602877,1
0.697172431,0.557054284,0.677496693,0.672233339,0.310583475,0.308118823,0.865730977,0.323077348,0.854610181,0.208745075,1
0.10546416,0.203762819,0.169197544,0.166495278,0.909798338,0.898574016,0.426845345,0.934564795,0.422585871,0.61458208,0
0.04088048,0.000926445,0.144480654,0.348763564,0.869077648,0.794839993,0.476854534,0.011474973,0.575713807,0.426402272,2
0.208311377,0.002595496,0.617333465,0.62944818,0.410643913,0.392994753,0.834820628,0.003300105,0.832780508,0.183607154,2
0.597545562,0.50204197,0.604728561,0.602901611,0.435597692,0.430392394,0.828344546,0.371317581,0.819236023,0.206621786,1
0.644085758,0.533704174,0.638730577,0.633162952,0.438409401,0.43441515,0.845813924,0.44394007,0.834675844,0.226737727,1
0.665317621,0.532741455,0.643099491,0.638935679,0.435854266,0.431173514,0.848058562,0.451000531,0.837621182,0.229277251,1
0.661272337,0.537010857,0.645228127,0.640727415,0.431885054,0.427570792,0.849152202,0.447622206,0.838535354,0.228597281,1
0.670050955,0.530216111,0.646946347,0.642837059,0.430935777,0.427279357,0.85003498,0.443198688,0.839611728,0.230513685,1
0.653582134,0.526643943,0.641945504,0.637485708,0.436595235,0.432143999,0.847465673,0.444703689,0.836881383,0.229141076,1
0.659393491,0.541523088,0.642730414,0.637424036,0.431764084,0.428439755,0.84786894,0.448614257,0.836849917,0.226403526,1
0.177331123,0.121277324,0.276190407,0.267496303,0.846089926,0.847126819,0.371875111,0.86219232,0.371053531,0.621894848,0
0.005962105,0.009115403,0.435692033,0.604564768,0.751527553,0.698391137,0.441387106,0.007785695,0.64785297,0.453453488,2
0.197054054,0.076497203,0.739927549,0.750105898,0.407392902,0.368518086,0.897806376,0.001729914,0.894342006,0.295960525,2
0.757445037,0.38719371,0.745616718,0.740383438,0.412769682,0.409597882,0.900729327,0.424280682,0.889381452,0.297796463,1
0.737803914,0.356342064,0.746854572,0.740817652,0.408662971,0.410201955,0.901365305,0.386074681,0.889602994,0.299926118,1
0.762952954,0.377974577,0.749208528,0.744266097,0.40730816,0.402111148,0.902574709,0.361055301,0.891362446,0.300039139,1
0.777484575,0.387847488,0.748904908,0.74424335,0.409360066,0.406051377,0.902418717,0.426099635,0.89135084,0.302047787,1
0.780513965,0.387365659,0.752117529,0.747491006,0.406528735,0.402844915,0.90406928,0.422952146,0.893007847,0.303155479,1
0.780606095,0.384987265,0.751552241,0.746801437,0.407627291,0.404376353,0.903778849,0.426555349,0.892656017,0.304179093,1
0.782301648,0.38107203,0.752506749,0.747726574,0.406890531,0.402978773,0.904269252,0.420760807,0.893128037,0.304507943,1
0.260840459,0.130363103,0.296937667,0.295254705,0.874839447,0.869820491,0.361215692,0.884787652,0.35689075,0.585490373,0
0.00175122,0.005272534,0.220223882,0.38137728,0.883128381,0.780198564,0.416072034,0.017137515,0.527892533,0.498033568,2
0.027538609,0.000540333,0.763907614,0.784815041,0.27105234,0.289123015,0.910126729,0.001528506,0.912051166,0.273555061,2
0.677935646,0.320498985,0.75116699,0.740965157,0.385095322,0.391328131,0.903580917,0.336687705,0.889678254,0.290236899,1
0.775484776,0.387493984,0.755807199,0.750674434,0.372956045,0.371956998,0.90596494,0.385822122,0.894632082,0.290510179,1
0.764783462,0.393852101,0.753120357,0.747565077,0.37983202,0.375408716,0.904584508,0.367945257,0.893045638,0.290190036,1
0.767958469,0.361499766,0.755724812,0.752708753,0.385270581,0.378068821,0.905922611,0.349094098,0.895670024,0.295916135,1
0.77577624,0.360059788,0.761067617,0.755642653,0.382582783,0.376586372,0.90866761,0.345432779,0.897166947,0.29733282,1
0.758538273,0.378004213,0.759521154,0.75415426,0.380095066,0.376227032,0.907873076,0.363626269,0.896407545,0.294909196,1
0.758075866,0.353302378,0.746336283,0.743362289,0.388653277,0.383064472,0.901099022,0.317756202,0.890901309,0.287542865,1
0.201067402,0.129113819,0.259197519,0.25811928,0.87727114,0.871971182,0.380605628,0.889131513,0.375837838,0.591480605,0
0.016335824,0.000849962,0.227426513,0.336259323,0.880422422,0.788278378,0.430757338,0.00704419,0.531238685,0.473851298,2
0.45880036,0.155143469,0.766943984,0.833623252,0.294118479,0.37174951,0.911686739,0.001077777,0.936953897,0.243281145,2
0.653357942,0.197238228,0.741748055,0.747625953,0.330047404,0.332322913,0.898741706,0.287253854,0.893076698,0.268758475,1
0.773462917,0.347417145,0.768885253,0.762717899,0.343901283,0.345011432,0.912684114,0.353161241,0.900776851,0.291763222,1
0.800947111,0.41381012,0.770676439,0.765580266,0.335839248,0.332569259,0.91360438,0.349847847,0.902237276,0.290511422,1
0.740171277,0.39946765,0.741374385,0.739766874,0.336481433,0.333826846,0.898549724,0.329067487,0.889066871,0.266398042,1
0.756844443,0.469261229,0.737585034,0.732372353,0.340236572,0.33664476,0.896602851,0.346131562,0.885294068,0.258461935,1
0.766746433,0.470236481,0.739882916,0.735265226,0.338513883,0.335431878,0.897783445,0.346059238,0.886770058,0.26064552,1
0.761052568,0.469774686,0.740049135,0.734909148,0.342525079,0.339189896,0.897868844,0.350170871,0.886588381,0.260762589,1
0.145660322,0.65294294,0.173092087,0.17730183,0.670433311,0.665885729,0.424844427,0.671983863,0.417072195,0.849172209,0
8.13E-05,0.03877673,0.28697268,0.477912944,0.662047318,0.7323379,0.410943464,0.029151164,0.354918697,0.788949532,2
0.004303984,0.008986587,0.763812397,0.749770813,0.32704929,0.384137972,0.121347233,0.020257214,0.126301532,0.729326202,2
0.740087475,0.505876765,0.757690117,0.750778238,0.300745319,0.298863023,0.124492706,0.281939431,0.124475354,0.760977363,1
0.780662652,0.513169089,0.762412065,0.757488412,0.298125422,0.295035602,0.122066688,0.293874372,0.121051715,0.756394512,1
0.783857175,0.508534642,0.763755138,0.758977891,0.302399935,0.298710135,0.121376651,0.29815496,0.12029176,0.756219172,1
0.793016983,0.509986543,0.762189513,0.75762298,0.303951081,0.301081567,0.12218103,0.299353393,0.120983057,0.754857399,1
0.786622255,0.508845642,0.763749238,0.758872578,0.311208714,0.308586194,0.121379682,0.315317878,0.120345492,0.752530993,1
0.791075388,0.510845231,0.762492708,0.757879569,0.310741782,0.308926524,0.122025256,0.31584219,0.120852141,0.752838165,1
0.791868151,0.511896436,0.762668898,0.757765582,0.308446816,0.305494781,0.121934734,0.318194014,0.120910299,0.753047237,1
0.097193014,0.70043937,0.25719417,0.235344706,0.52523817,0.523405596,0.381634898,0.499801974,0.387457791,0.881199601,0
0.002444768,0.002307418,0.143003802,0.429325807,0.681518225,0.676435669,0.460623574,0.023649335,0.327163003,0.781027465,2
0.224651877,0.00624343,0.788599222,0.771807546,0.458044686,0.529270267,0.108612387,0.002794528,0.113745864,0.653414387,2
0.818084784,0.330468607,0.796820034,0.792540235,0.417928745,0.413671672,0.104388741,0.414199324,0.103167715,0.67090634,1
0.829174654,0.342425359,0.797963721,0.792828461,0.419913304,0.416136409,0.103801144,0.438609659,0.103020657,0.670582552,1
0.812619962,0.327372079,0.797307679,0.792113069,0.424489688,0.418702274,0.104138202,0.423890634,0.103385662,0.668084702,1
0.823866446,0.337652014,0.798013395,0.793484747,0.420801967,0.418087364,0.103775623,0.437004654,0.10268581,0.668338933,1
0.814274402,0.326523149,0.80179893,0.794510531,0.414519875,0.409538479,0.10183071,0.394005856,0.102162438,0.669618328,1
0.815551296,0.33185991,0.798302317,0.793374752,0.421969634,0.417164779,0.103627182,0.415618363,0.102741931,0.67010488,1
0.826097084,0.340351748,0.797775494,0.792909877,0.420356654,0.416547458,0.10389785,0.435629797,0.102979118,0.669040423,1
0.117512382,0.65400002,0.184667663,0.184999226,0.597138947,0.59067328,0.418897189,0.517628107,0.41314486,0.86634544,0
0.000216627,0.005382943,0.174600803,0.331630185,0.613063206,0.661753748,0.456030245,0.000807198,0.404594015,0.790856629,2
0.205825295,0.014944656,0.735223006,0.803601449,0.425210532,0.550881144,0.13603574,0.004339111,0.097524106,0.700689966,2
0.754155216,0.429959488,0.773034571,0.766138525,0.371793029,0.366194822,0.116609112,0.362794793,0.116638289,0.728938603,1
0.798824423,0.455352466,0.770867361,0.76564951,0.37560972,0.372619055,0.11772257,0.384921793,0.116887793,0.726392281,1
0.79972738,0.451120315,0.770228961,0.765381371,0.380431344,0.377786408,0.118050564,0.393063972,0.117024602,0.723706499,1
0.800685563,0.449588645,0.771277478,0.76618778,0.381283496,0.378711206,0.117511863,0.39505016,0.116613159,0.722888736,1
0.800010228,0.452448185,0.77102118,0.765918307,0.377802306,0.374177938,0.117643542,0.392949561,0.116750648,0.725320549,1
0.799944967,0.450621668,0.769840881,0.765163845,0.382779105,0.379240275,0.11824995,0.396813735,0.117135587,0.722805541,1
0.80011516,0.447605687,0.772103176,0.767314111,0.386064296,0.382244732,0.11708764,0.396869769,0.116038487,0.721324175,1
0.25033622,0.214885126,0.300944376,0.292946878,0.866194702,0.852225656,0.359157146,0.864849073,0.358068241,0.610513503,0
0.193207142,0.148563758,0.39072431,0.373604338,0.786514051,0.757759444,0.313030481,0.30025461,0.316915514,0.65345297,2
0.010127785,0.011732404,0.799707683,0.867993375,0.38589318,0.430293546,0.928519901,0.011628065,0.953880662,0.246239617,2
0.782350401,0.303602496,0.772744186,0.768955867,0.391141574,0.385184944,0.914666736,0.352178177,0.903959562,0.31848172,1
0.79535886,0.337266512,0.773192157,0.768068442,0.395478903,0.391008008,0.914896892,0.396972086,0.903506784,0.324538288,1
0.801151566,0.329402733,0.776201945,0.770915027,0.395382372,0.390696984,0.916443246,0.400958268,0.904959157,0.327126249,1
0.799221685,0.335241656,0.776547033,0.770970842,0.394984866,0.391651971,0.916620543,0.410205705,0.904987635,0.327256951,1
0.789608634,0.326446402,0.776780405,0.771404487,0.394700999,0.391310182,0.916740444,0.405524321,0.905208887,0.329517799,1
0.804957999,0.327926778,0.77633184,0.771337356,0.398024664,0.394360698,0.916509982,0.41120526,0.905174636,0.330121046,1
0.805123845,0.330478393,0.776001322,0.771000653,0.39902034,0.395062629,0.916340171,0.41334858,0.905002845,0.330575618,1
0.266433482,0.093269698,0.284758608,0.27998957,0.884794859,0.874568493,0.367472986,0.893445597,0.364679266,0.433066175,0
0.091216433,0.000654675,0.448875052,0.484055202,0.780190267,0.755401686,0.283154096,0.022530549,0.260561715,0.534293125,2
0.003086827,0.000287899,0.858254811,0.91193976,0.339408619,0.431852618,0.958599939,0.002295925,0.976897207,0.263123372,2
0.785380167,0.35028215,0.794350405,0.78687254,0.306298105,0.309501961,0.925767467,0.302071163,0.913100935,0.309408956,1
0.811933986,0.345217835,0.798580387,0.79378864,0.297572076,0.295147995,0.927940725,0.297146707,0.91662964,0.31101219,1
0.812897936,0.359168313,0.799187879,0.793568504,0.297438528,0.291796267,0.928252839,0.277448116,0.916517323,0.308255599,1
0.784046399,0.335411075,0.785541266,0.781798612,0.282482181,0.281652688,0.921241553,0.258099858,0.910512136,0.291041101,1
0.813094193,0.387099061,0.794799525,0.788912398,0.272538625,0.270374974,0.925998213,0.264347024,0.914141704,0.294284771,1
0.809998069,0.382147476,0.792667759,0.787098654,0.291628044,0.288378212,0.924902966,0.296157721,0.913216302,0.300346795,1
0.82602789,0.38281001,0.795895358,0.791171006,0.290760004,0.287771611,0.926561224,0.294770488,0.915294082,0.303822847,1
0.244916884,0.000315559,0.281615323,0.279949164,0.892157314,0.888764015,0.369087926,0.90203233,0.364699882,0.488019756,0
0.040770797,0.008542984,0.390812406,0.419507056,0.800873113,0.762443538,0.319156268,0.02973764,0.341759167,0.54301593,2
0.39276129,0.009182412,0.938834986,0.933891923,0.329877494,0.403420334,1,0.003297519,0.988112577,0.238476375,2
0.772098318,0.322672985,0.786254637,0.783481209,0.318073577,0.314809431,0.921608065,0.259679498,0.911370624,0.309692017,1
0.804442948,0.385855061,0.783397348,0.778451263,0.310856404,0.308825969,0.920140062,0.320300272,0.908804265,0.298973308,1
0.773609746,0.367425799,0.775154947,0.76923589,0.30645517,0.298806892,0.915905324,0.267366087,0.904102434,0.285164472,1
0.797903451,0.37903376,0.777266777,0.772324581,0.319486604,0.313509119,0.916990329,0.290648981,0.905678334,0.293467682,1
0.797207631,0.384847421,0.777009468,0.771967157,0.322799123,0.318592576,0.91685813,0.322008511,0.90549597,0.295582934,1
0.804953752,0.391799803,0.775767377,0.771139084,0.324463125,0.321855832,0.916219975,0.334161918,0.905073474,0.296883067,1
0.778611853,0.395743905,0.776881159,0.772260973,0.326462544,0.322409523,0.916792209,0.323733833,0.90564588,0.297888692,1
0.261550638,2.37E-05,0.278938707,0.278140492,0.897271792,0.887137679,0.370463104,0.914941665,0.365622696,0.492129476,0
0.041504509,0.000378655,0.275469618,0.425747151,0.8738156,0.780405081,0.415106146,0.003908704,0.541479522,0.417086962,2
0.325194827,0.001163232,0.799781818,0.823253452,0.296354162,0.292356122,0.92855799,0.003829251,0.931663059,0.222763622,2
0.808003164,0.311918782,0.799504139,0.795186427,0.304776797,0.302852085,0.928415325,0.2804539,0.917342814,0.317701633,1
0.825434681,0.320222983,0.801106781,0.796425656,0.30463831,0.302462173,0.929238722,0.312517114,0.917975088,0.316246359,1
0.823165138,0.335041468,0.802764987,0.797028261,0.307932642,0.304763184,0.930090667,0.311650827,0.918282547,0.318759491,1
0.822480935,0.32760863,0.80248254,0.798340069,0.315599307,0.314082643,0.929945552,0.317661457,0.918951852,0.32203598,1
0.701502938,0.299871052,0.78481796,0.781854279,0.366204752,0.356180463,0.920869937,0.288522651,0.910540538,0.324805536,1
0.776924691,0.310596209,0.782366868,0.776120571,0.381527196,0.378306359,0.919610628,0.391440886,0.907615109,0.326469746,1
0.771832103,0.321670868,0.782724394,0.776499094,0.379438816,0.369126637,0.919794315,0.320277422,0.907808237,0.319349352,1
0.025786223,0.115135186,0.254607602,0.22909303,0.895389129,0.889575335,0.382963812,0.935380512,0.390647496,0.424898179,0
0.017991386,0.003675201,0.360008404,0.531191894,0.816159115,0.673713518,0.462586142,0.005493093,0.624212921,0.353897969,2
0.328368632,0.002340636,0.795395489,0.787478435,0.248308553,0.2362194,0.926304404,0.002993266,0.913410073,0.255353406,2
0.790289835,0.300341698,0.795915108,0.788425689,0.265972322,0.260345487,0.926571371,0.22340528,0.913893377,0.286879618,1
0.815279449,0.303029099,0.796863287,0.791014392,0.300916548,0.293559524,0.927058522,0.273465462,0.915214175,0.310402008,1
0.814278172,0.366139114,0.792711327,0.787642071,0.304515198,0.302362389,0.924925349,0.316407471,0.913493563,0.305967908,1
0.819299861,0.373083266,0.790951344,0.786229165,0.305990078,0.302590443,0.924021115,0.313480697,0.912772675,0.304242766,1
0.815631939,0.393815053,0.788716358,0.783271267,0.301149353,0.298492975,0.922872835,0.31094854,0.911263508,0.297801303,1
0.814917614,0.39815359,0.787635976,0.782362566,0.299817932,0.296662083,0.922317762,0.310653956,0.910799874,0.297974961,1
0.822277339,0.400812791,0.790250446,0.785015371,0.298295136,0.29549,0.923661011,0.310898229,0.912153378,0.297125333,1
0.262662979,0.000420683,0.275302679,0.277421711,0.892122459,0.886940723,0.372331203,0.925724097,0.365989429,0.478609133,0
0.119541397,0.001373598,0.278179181,0.258002425,0.896960462,0.882123209,0.370853329,0.590608694,0.37589746,0.470576155,0
0.059560586,0.004432078,0.821642292,0.847551746,0.487908456,0.522740255,0.93978935,0.004299879,0.854001289,0.310682185,2
0.606153923,0.143722173,0.8062794,0.800654875,0.286548063,0.286438501,0.931896283,0.207689198,0.920132903,0.327202108,1
0.819200208,0.339059413,0.808910747,0.802255259,0.273339137,0.269881406,0.933248203,0.254596012,0.920949445,0.315045999,1
0.82674848,0.338401746,0.805453522,0.801316211,0.294661605,0.291505695,0.931471968,0.26751711,0.920470327,0.314972435,1
0.814780252,0.309631458,0.802671771,0.797442411,0.300322682,0.300100615,0.930042775,0.292481335,0.918493853,0.318242081,1
0.798933034,0.337109382,0.804254373,0.799145452,0.288420961,0.285221831,0.930855876,0.27357952,0.919362771,0.313668542,1
0.810297517,0.297636493,0.805156669,0.799837918,0.287977711,0.285654766,0.931319452,0.277604163,0.919716079,0.314548926,1
0.784422756,0.295787727,0.79790791,0.794545785,0.286648341,0.284884059,0.927595223,0.279195851,0.917015948,0.308012155,1
0.110808218,0.005477082,0.204820234,0.247189421,0.910452208,0.898876915,0.408543306,0.719072272,0.381414428,0.56617818,0
0.27425698,0.041029173,0.377846296,0.444540515,0.805964681,0.782261735,0.31964688,0.519660669,0.280722741,0.580299131,2
0.035088118,0.000154411,0.761632357,0.837770279,0.49828615,0.500525938,0.908957759,0.003170646,0.823905661,0.41558763,2
0.691615834,0.176872786,0.760283194,0.751966901,0.475218901,0.474382033,0.908264593,0.464815054,0.89529152,0.387148628,1
0.791908673,0.181654506,0.780707151,0.773321991,0.457113444,0.453026966,0.918757907,0.454333265,0.906187229,0.396067479,1
0.791642167,0.143891077,0.781771368,0.778863416,0.451295366,0.44439458,0.919304675,0.44088289,0.909014552,0.396050434,1
0.794906059,0.185524255,0.790528535,0.785394352,0.436282931,0.43315213,0.923803886,0.449559082,0.91234674,0.393135367,1
0.794850526,0.175672743,0.789730681,0.783746028,0.442204457,0.438161872,0.923393969,0.454526915,0.911505739,0.4006819,1
0.808858955,0.168789154,0.788257281,0.783803512,0.445744797,0.441142598,0.922636973,0.458232312,0.911535068,0.40366744,1
0.816385373,0.169816146,0.788147569,0.783680147,0.439322504,0.435946223,0.922580606,0.458290969,0.911472126,0.396699202,1
0.176436499,0.002041671,0.308271891,0.302195492,0.90351025,0.892342987,0.355392454,0.820708346,0.35334945,0.470471718,0
0.042007295,0.002101461,0.310169044,0.326915111,0.838707184,0.805041404,0.354417745,0.473280213,0.340737105,0.487790437,2
0.039358925,0.003586755,0.826449688,0.86488171,0.517453932,0.628351992,0.754441798,0.001620406,0.631351545,0.402269962,2
0.711015096,0.349732567,0.747584191,0.73979871,0.400147951,0.398887682,0.901740165,0.367787054,0.889083114,0.296590011,1
0.746314445,0.006366924,0.777676722,0.772230543,0.449152975,0.439000631,0.917200949,0.420202695,0.905630354,0.395549326,1
0.737422542,0.001089279,0.773246665,0.775656853,0.475410615,0.470502804,0.914924897,0.481133532,0.907378512,0.473182405,1
0.775177607,0.000826132,0.783420431,0.780801419,0.473949494,0.468613597,0.920151922,0.479221689,0.910003352,0.465850047,1
0.787035121,0.049910514,0.782376358,0.777555784,0.475164235,0.471744735,0.919615503,0.487097678,0.908347377,0.460208504,1
0.807661322,0.049743624,0.783977519,0.778240791,0.472001324,0.467830097,0.920438139,0.478343026,0.908696879,0.456886198,1
0.80645042,0.077387363,0.781124256,0.776522736,0.470583353,0.466713696,0.918972205,0.493651016,0.9078203,0.449783697,1
0.220738207,0.001274691,0.250342651,0.256821538,0.892483324,0.83171984,0.385155036,0.422510448,0.376499967,0.429667558,0
0.000328924,0.001975241,0.60982282,0.525405157,0.720244245,0.684696088,0.206725091,0.104670923,0.268874643,0.509647818,2
0.014966999,0.181770757,0.760218635,0.836332543,0.230287313,0.245665775,0.908231424,0.011396478,0.938263388,0.216214469,2
0.773663756,0.501015544,0.754374005,0.749250503,0.229692311,0.22677706,0.905228601,0.227296442,0.89390557,0.244908974,1
0.759078808,0.479114384,0.753587953,0.747984519,0.240136206,0.238696253,0.904824747,0.24358956,0.893259645,0.251134938,1
0.778769316,0.48236547,0.756565212,0.751098584,0.233335831,0.231160329,0.906354387,0.239575357,0.894848491,0.249583632,1
0.781306425,0.492899923,0.756561167,0.751818576,0.234381235,0.232064724,0.90635231,0.240863093,0.895215842,0.25005737,1
0.78093533,0.485102941,0.757988322,0.752701921,0.238101442,0.23553246,0.907085545,0.244440595,0.895666539,0.252180274,1
0.786885438,0.488245473,0.760302631,0.755396006,0.233566877,0.230999732,0.908274579,0.238819269,0.897041104,0.252180987,1
0.78933562,0.488168594,0.760055115,0.75535683,0.230708393,0.228681492,0.908147412,0.236958326,0.897021116,0.251984865,1
0.000304983,0.039951067,0.048442189,0.046564321,0.926356957,0.91248267,0.506194568,0.883483742,0.503650398,0.549142766,0
0.001970482,0.002108587,0.369396273,0.55863286,0.680827923,0.617242025,0.586621453,0.003159711,0.398407974,0.482507555,2
0.142056048,0.000743435,0.934978059,0.923318476,0.18538592,0.196816916,0.033406633,0.000290071,0.036442563,0.430750519,2
0.918239038,0.001206759,0.935771853,0.931795311,0.159069025,0.155457484,0.032998802,0.089612663,0.032117546,0.450340596,1
0.950343558,0.054299422,0.937877561,0.932993475,0.176984957,0.179850001,0.031916942,0.158375256,0.031506224,0.448669003,1
0.963240298,0.066199528,0.939680169,0.93368947,0.171568385,0.169577647,0.030990808,0.161177985,0.031151116,0.45595483,1
0.974076329,0.06962843,0.942164118,0.93566818,0.166783056,0.164903809,0.029714617,0.167105,0.030141546,0.457984373,1
0.971659044,0.074492119,0.940715837,0.934317471,0.167911817,0.16645156,0.030458708,0.169619345,0.0308307,0.455084647,1
0.976243102,0.081136453,0.941190259,0.935229632,0.16574622,0.163944462,0.030214961,0.167058383,0.030365301,0.453198508,1
0.97892824,0.072058913,0.94299676,0.93707889,0.162328851,0.160636487,0.029286827,0.157958072,0.02942178,0.45582674,1
0.000287607,0.075669915,0.010747408,0.026451277,0.908988548,0.894400539,0.523172013,0.897566555,0.525011014,0.556072186,0
0.010908073,0.000523605,0.219978733,0.418035387,0.838967952,0.731579976,0.575689584,0.000394108,0.440177176,0.544127634,2
0.045349765,0.023723756,0.859540653,0.873941089,0.19317501,0.239199339,0.07242992,0.002470457,0.078150399,0.688480328,2
0.865646917,0.380978744,0.857970341,0.849702899,0.166897694,0.157570019,0.072971256,0.060759679,0.074002409,0.715641221,1
0.853224085,0.410595532,0.849831017,0.84557005,0.150484568,0.147572336,0.077153035,0.121980704,0.076111055,0.723784035,1
0.832754031,0.428671074,0.841664557,0.837942546,0.161152842,0.138343485,0.081348757,0.010490252,0.080002729,0.731827403,1
0.873868017,0.415845108,0.853587577,0.849589538,0.170474681,0.170257105,0.07522301,0.170917056,0.074060247,0.716098484,1
0.873031957,0.444284306,0.850037384,0.844549482,0.172112515,0.171754282,0.077047009,0.172844636,0.076631765,0.721801104,1
0.877153001,0.444764654,0.850281858,0.844560606,0.17014918,0.169625875,0.076921405,0.171395059,0.076626089,0.721716193,1
0.877511667,0.448847828,0.847312209,0.841711197,0.170296075,0.169299407,0.078447136,0.172774459,0.078079903,0.722929889,1
0.001459837,0.060325003,0.072299698,0.06764475,0.914525612,0.900585629,0.4880951,0.747079521,0.500663219,0.59001982,0
0.00848679,0.000649136,0.419909856,0.626428402,0.616740397,0.614676393,0.604308838,0.010506727,0.407394206,0.526490218,2
0.508529026,0.00029854,0.948790854,0.951633501,0.186123233,0.182344623,0.026309968,0.000620593,0.021995784,0.518160228,2
0.96521155,0.045159881,0.943459751,0.937105777,0.173732256,0.17082817,0.029048954,0.151445965,0.029408062,0.537294367,1
0.954927612,0.068968203,0.945651849,0.938756419,0.129996384,0.1259402,0.027922709,0.068559158,0.028565877,0.562210265,1
0.969573622,0.129224835,0.945354879,0.940037623,0.10987385,0.107862369,0.028075285,0.060885072,0.027912187,0.578893997,1
0.941288717,0.114166296,0.944911214,0.935210645,0.126256817,0.126915259,0.028303229,0.10673947,0.030374988,0.577397938,1
0.962733817,0.152829599,0.936570385,0.930490097,0.150410451,0.148163653,0.032588536,0.142241534,0.032783487,0.580678122,1
0.971968017,0.144252474,0.937333421,0.931387211,0.156760843,0.155224463,0.032196507,0.155439378,0.032325765,0.577111489,1
0.965757255,0.145300925,0.938908476,0.932758176,0.154785301,0.153581936,0.031387284,0.153944689,0.031626277,0.575870897,1
0.005330766,0.017753765,0.108111133,0.13088791,0.894767593,0.859317696,0.570133453,0.51344652,0.52949625,0.487834042,2
0.000515046,0.008980404,0.497712917,0.568871634,0.647342719,0.584716036,0.566147865,0.0252439,0.59623577,0.442738693,2
0.00033333,0.06980561,0.796208279,0.758538058,0.01880523,0.066332015,0.926721995,0.001978911,0.895595714,0.26749589,1
0.845136103,0.448449026,0.81308942,0.80781066,0.020012325,0.019386727,0.9353951,0.015774719,0.923783899,0.269983851,1
0.84775509,0.430576057,0.817760769,0.813616702,0.020340215,0.01984897,0.937795121,0.018318278,0.926746235,0.27559325,1
0.859920819,0.403326174,0.83154826,0.825993339,0.02083327,0.020430598,0.944878786,0.018261809,0.933060993,0.289211054,1
0.872864542,0.38297592,0.842004941,0.836775529,0.022088798,0.021440716,0.950251165,0.019326344,0.938562239,0.303170826,1
0.844607718,0.390816593,0.831536537,0.823621219,0.022523109,0.021772008,0.944872763,0.017816152,0.9318507,0.288249618,1
0.852342225,0.435550515,0.821542224,0.816560239,0.021400761,0.020998511,0.939737937,0.020213982,0.928248074,0.277964183,1
0.855124807,0.435817958,0.822881741,0.817372471,0.021675953,0.02116272,0.940426148,0.019350408,0.928662488,0.280730133,1
0.014200832,0.001521576,0.209317931,0.198690834,0.893359098,0.800439334,0.625192539,0.247322296,0.613001216,0.461964614,0
0.025643759,0.036319218,0.774757779,0.77834213,0.61325106,0.575839105,0.794912571,0.000581336,0.753235994,0.351597878,2
